@id,@lon,@lat,name,4,city,street
4732551922,21.4121462,42.0005257,Рептил,4,Skopje,Boulevard Partizanski Odredi
4735708625,21.7295036,42.1244911,Mar-bo kumanovo,3,Kumanovo,Тоде Думба
4735708626,21.7187075,42.135562,Tinex kumanovo,2,Kumanovo,Градски Плоштад
4739446421,22.3354896,42.2051708,Antiva k.palamka,1,Kriva Palanka,Illidenska
4774073690,21.4199718,41.9929149,Тинекс,2,Skopje,Vasil Gjorgov
4794189129,21.7836811,41.7165792,Pet Shop K-M  br.2,3,Veles,Гоце Делчев
4794191398,21.7658016,41.7143048,Pet Shop K-M br.1,1,Veles,11 ти Октомври
4833404423,22.0106513,41.4413948,Dijana,2,Kavadarci,Булевар Македонија
4889402965,21.4306785,41.9867649,Market Polo,1,Skopje,Bihakja
4900357523,21.4168689,42.001234,Рамстор Express Дебар Маало,4,Skopje,Blagoj Davkov
4902772821,22.7774987,41.971385,Кит-Го Супермаркет,3,Delchevo,Velјko Vlahovik
4906782421,22.775244,41.9670758,Кит-Го Супермаркет,2,Delchevo,N. J. Vapcarov
4906797824,22.7828039,41.9697285,Бисер,3,Delchevo,Gjorche Petrov
4906797825,22.7820669,41.9694518,Космос,2,Delchevo,Gjorche Petrov
4906817821,22.7795045,41.9700177,Коста груп,0,Delchevo,Pitu Guli
4907900822,22.7799853,41.9680062,Коста груп,0,Delchevo,Gjorche Petrov
4990143922,21.4512558,42.0560288,Кам Маркет,0,Radishani,Радишанска
5017111222,21.4175012,42.0007316,КАМ,0,Skopje,Blagoj Davkov
5040961621,21.4365241,42.0007151,Mak-Ultra,1,Skopje,Салих Асим
5072814322,21.4757273,41.9984456,Stokomak Magacin,4,Skopje,Kiro Gligorov
5075103022,21.5490394,41.3503406,Футура,0,Prilep,Prilepski Braniteli
5075103023,22.647951,41.4302406,Kis 2,3,Strumica,Младинска
5075103024,22.6294437,41.4384422,Kit-go market,0,Strumica,Stiv Naumov
5075103823,22.6528305,41.4463225,Roko 2000,4,Strumica,Гоце Делчев
5075103824,22.6408136,41.445272,Зендолино 8 - Струмица,2,Strumica,Ленинова
5075107622,21.5400419,41.3384652,Aliansa,3,Prilep,1 Maj
5075107624,22.6335517,41.4422023,Kis 4,0,Strumica,Моша Пијаде
5075107721,22.6426896,41.4364848,Zdavec strumica,4,Strumica,Дебарска
5075107722,22.6442899,41.4317489,Markator magacin,2,Strumica,Булевар Маршал Тито
5075878222,22.635881,41.4335847,Djuli 2,4,Strumica,Пиринска
5094009725,22.1799554,41.751114,KIT-GO Магацин,4,Shtip,R1204
5094009726,22.1761927,41.7569135,Хит Маркет Магацин,3,Shtip,Zheleznichka
5094009728,22.1910694,41.7463008,Пакет Маркет 27,4,Shtip,Булевар ЈНА
5094009729,22.2036689,41.7813247,Set union Karaorman,1,Star Karaorman,R2334
5094009730,22.1752605,41.7567982,Set Union Магацин Пакет Маркет,3,Shtip,Zheleznichka
5094009732,22.4745101,41.632333,Paket market 30,2,Radovish,Илија Алексов
5094009733,22.6444715,41.4385011,Kisi market 1,0,Strumica,Панче Пешев
5094009734,22.6513453,41.441659,Kisi 5 market,0,Strumica,Гоце Делчев
5094064022,22.1864366,41.7472866,Текома Магацин,2,Shtip,Астибо
5094064321,22.206591,41.7527018,Trakom Market Duzlak Stip,1,Shtip,Драги Крупишки
5094064322,22.6519392,41.4324702,Zdravec,3,Strumica,Kliment Ohridski
5094064721,22.6595336,41.4401622,Koda Magacin,0,Strumica,A4
5102511522,21.4276669,41.9964763,Тинекс центар 2,1,Skopje,Vasil Glavinov
5130533607,21.4286854,41.9934245,Деликатесен Тинекс,3,Skopje,Dame Gruev
5155434323,21.4371996,42.0236333,Кипер Маркет,1,Skopje,Syrija Imami
5155454122,21.4371972,42.0239903,Стоко Мак,3,Skopje,Босна и Херцеговина
5260413324,22.3109725,42.1924425,КАМ Маркет,2,Kriva Palanka,Свети Јоаким Осоговски
5286112857,21.4111987,42.0056203,Granap Market,4,Skopje,Nikola Tesla
5292130937,21.4558769,41.9879358,Ramstore,3,Skopje,Милан Зечар
5300509738,20.9153603,41.9223711,Кипер,3,Bogovinje,102
5316961184,22.7713264,41.9654181,Кит-Го Супермаркет,0,Delchevo,Маршал Тито
5319290221,20.9583245,41.9991961,БЕРО - ЖАМБО,4,Tetovo,108
5319290222,20.9589237,41.9990785,JYSK,2,Tetovo,108
5320408728,22.7721168,41.9648869,Извор Маркет,4,Delchevo,Marshal Tito
5320408731,22.7727191,41.96422,Жито Маркет,0,Delchevo,Marshal Tito
5323697760,21.3842555,42.0079128,Гранап,2,Skopje,Разловечко Востание
5334911021,21.350659,42.0245187,Кам,3,Novo Selo,Волче Наумчеси
5344777681,21.3704929,42.0075655,Reptil,1,Skopje,Boulevard Partizanski Odredi
5501673564,22.4985083,41.1486017,Supermarket S-53,1,Gevgelija,7-ми Ноември
5542434321,22.1921338,41.7393286,Тер Маркет,3,Shtip,29 ти Ноември
5598215760,21.393054,42.0065872,Vero,4,Skopje,Manapo
5672625678,21.7280094,42.1336226,Kjosar,1,Kumanovo,Oktomvriska Revolucija
5672629242,21.7283162,42.1328773,Elida,1,Kumanovo,Oktomvriska Revolucija
5761128221,21.0134783,41.0852468,Нов Пазар,1,Resen,Владимир Уљанов - Ленин
5761128523,21.0133908,41.0852775,Мицале,0,Resen,Владимир Уљанов - Ленин
5761128527,21.0135953,41.0906153,Свислион продавнива,0,Resen,Josif Josifoski-Sveshtarot
5761146421,21.0114252,41.0890885,Стар пазар,1,Resen,29 Noemvri
5765787361,21.3228577,41.0320861,Беком,0,Bitola,1 Maj
5829207731,21.4439477,41.9817349,KAM,1,Skopje,Михаил Чаков
5841674941,21.4220152,41.9990831,Tinex,1,Skopje,Boulevard Partizanski Odredi
5851203763,21.4159259,41.993198,Gramofon Vinyl Macedonia Makedonija,1,Skopje,Васил Ѓоргов
5851221676,20.9778769,42.0168566,ЗЕЦ Електроникс Тетово,3,Tetovo,Mirce Acev
5869210727,22.3133431,42.1932292,Боде,4,Kriva Palanka,Свети Јоаким Осоговски
5888215585,20.9521843,41.5083266,Maxi Market,1,Kichevo,Ilinden
5931030303,20.7956734,41.1191635,KAM Supermarket,2,Ohrid,Stiv Naumov
5999459087,21.7058314,42.139421,STC Supermarket 1,4,Kumanovo,11-ти Ноември
5999459088,21.7077221,42.1386079,STC Supermarket 2,0,Kumanovo,11-ти Ноември
6054048724,21.4177897,41.9994766,Маркет фратели,4,Skopje,Boulevard Partizanski Odredi
6054050787,21.4187447,41.9992364,Ројал,2,Skopje,Boulevard Partizanski Odredi
6058582666,21.5104508,42.011324,Рептил,4,Skopje,Методија Андонов Ченто
6103499860,20.8223449,41.121722,Don Market,2,Ohrid,Ристо Чадо
6145381754,21.3818169,42.0067318,Tinex,0,Skopje,Nikola Parapunov
6281683651,21.3340183,42.0078991,Kipper,4,Skopje,4 Juli
6402018885,21.1170108,42.0530902,heppi dmj,0,Janchishte,R2242
6405264386,21.4691912,41.9898103,M Market,3,Skopje,Булевар Асном
6640745637,21.7197153,42.1272126,Стокомак,3,Kumanovo,Biljanovska
6643176122,20.8109391,41.1115443,Market,3,Ohrid,Никола Карев
6645017479,21.7205675,42.1303546,RAM Store,4,Kumanovo,3 Македонска Ударна Бригада
6655621425,21.4089683,41.9978906,Super Tinex,3,Skopje,Атинска
6812639892,21.7082712,42.1355528,Elida,3,Kumanovo,11-ти Октомври
6814236609,21.4370024,42.0046727,Hajri Kompani,2,Skopje,Алберт Станиќ
6814246387,21.4189761,42.0015821,T market,3,Skopje,Дебарца
6814246717,21.4396745,42.0010275,Dm,2,Skopje,191
6815434687,21.4283826,42.0244715,Kit-Go,1,Skopje,Булевар Словенија
6821158390,21.4277103,41.992184,Healthy food by Zegin,0,Skopje,Sv. Kiril i Metodij
6827074190,21.4213409,41.9994318,Stokomak,3,Skopje,Дебарца
6827074191,21.4224806,41.9989821,Swisslion,1,Skopje,Boulevard Partizanski Odredi
6827083586,21.435694,42.0063897,Feki-Kom,1,Skopje,125
6830542204,20.8143305,41.1172658,Marlbopo,1,Ohrid,Питу Гули
6830542296,20.8130308,41.1202066,Top market,4,Ohrid,Марко Нестороски
6830542390,20.8130997,41.1229605,Schick Komerz,1,Ohrid,Питу Гули
6830542485,21.4346069,41.9910788,Stokomak,3,Skopje,11 Oktomvri
6831648792,20.8120861,41.1133538,Tamaro,1,Ohrid,Ванчо Питошески
6831648797,20.8076057,41.1114384,Delis,2,Ohrid,Јане Сандански
6831648802,20.8039108,41.1104279,Top market,1,Ohrid,Kej Makedonija
6831648821,20.8076362,41.1122553,Don,2,Ohrid,Dimitar Vlahov
6831648823,20.8108031,41.1139411,Bambi,1,Ohrid,Јане Сандански
6831648885,20.8132048,41.1157676,Ramstore express,3,Ohrid,Јане Сандански
6833100986,20.7981028,41.1135666,A1,3,Ohrid,Clement's University
6833103287,20.8094117,41.1225454,KAM,0,Ohrid,7-mi Noemvri
6833103390,20.8046409,41.1158272,Discount,4,Ohrid,Булевар Туристичка
6833103485,20.8078085,41.1219514,Tamaro,1,Ohrid,7-mi Noemvri
6833103486,20.8104074,41.1223075,Misa,0,Ohrid,7-mi Noemvri
6833103495,20.7992057,41.1173071,Kam,1,Ohrid,Goce Delcev
6833103503,20.8087989,41.1126656,Koshishta,4,Ohrid,Јане Сандански
6833103688,20.8043153,41.1159454,Hit,3,Ohrid,Булевар Туристичка
6837039493,20.8167418,41.1129412,Stop Shop,4,Ohrid,Карпош Војвода
6837039787,20.8063275,41.1083112,A1,3,Ohrid,Kej Makedonija
6837039886,20.8097357,41.1067374,Kiosk,0,Ohrid,Partizanska
6837039893,20.8161651,41.1132277,Bum,2,Ohrid,Карпош Војвода
6837039902,20.8082412,41.1139308,Mini market,2,Ohrid,Караорман
6837046291,20.6749179,41.1845082,Eurosalon,2,Struga,A2
6837103285,20.7956966,41.1173927,A1,4,Ohrid,Goce Delcev
6883647290,21.327488,41.998549,Рамстор,4,Skopje,Улица 20
6906971730,22.4553463,41.6282088,KAM,3,Radovish,Bulevard Aleksandar Makedonski
6913220785,21.5098008,41.9954171,Стокомак,2,Skopje,Валандовска
7082353719,22.6553198,41.4396981,Supermarket KAM,3,Strumica,A4
7086167661,20.6858723,41.1780327,NAM Market,3,Struga,Turistichka
7110711313,21.7208703,42.135741,Елида Маркет,0,Kumanovo,Иво Лола Рибар
7124138458,22.7223797,41.1837622,ТП Нана,3,Star Dojran,Маршал Тито
7373066524,22.199384,41.7492687,КАМ маркет,1,Shtip,Сремски Фронт
7373066526,22.1952957,41.7458124,Стокомак,4,Shtip,Сремски Фронт
7373066563,22.2006562,41.7498225,Супер - Кид Го,1,Shtip,Борис Крајгер
7500489645,22.655681,41.4374154,Neotek Systems,4,Strumica,Гоце Делчев
7616810680,22.6381527,41.4391987,Ramstore,2,Strumica,R2432
7626679089,21.5560579,41.3469593,Футура,4,Prilep,Brakja Lameski
7827651855,21.4815508,41.976006,Бобико ТП Колонијал,3,Skopje,Тодор Чангов
7836016474,21.9423848,41.8650102,Астра,3,Sveti Nikole,Плоштад Илинден
7836016477,21.935983,41.8632983,Астра,2,Sveti Nikole,Ударничка
7841105184,21.9372432,41.8673893,Пакет Маркет,0,Sveti Nikole,Karposheva
7841117308,21.9312266,41.866656,Астра,3,Sveti Nikole,Питу Гули
7846557942,21.4464861,42.0364195,Стокомак,1,Skopje,Марко Крале
7846569770,21.4458128,42.0372124,Жито Маркет,2,Skopje,Галичник
7904816923,21.942932,41.8673048,Зендолино,4,Sveti Nikole,Велко Влаховиќ
7904816927,21.9406323,41.8693536,Астра,1,Sveti Nikole,Јанко Глигоров
7968416195,20.6506671,41.1501381,Market Durim,3,Kalishta,R1208
8110003935,21.3375347,41.0333298,Ангромаркет,1,Bitola,Filip Vtori Makedonski
8124609017,21.4672422,42.0036961,Кит го,3,Skopje,Бапчор
8492059617,21.3981423,41.9980345,Ramstore,3,Skopje,Prashka
8492060119,21.3962482,41.998706,Super TINEX,1,Skopje,Prashka
8594634228,21.5563598,41.3429296,Стокомак,0,Prilep,Metodija Shatorov-Sharlo
8646562196,21.4097719,42.0054049,La Noi - Mini Shop,0,Skopje,Orce Nikolov
8855891131,22.6447518,41.4308037,KAM,4,Strumica,Булевар Маршал Тито
8868776220,21.4485408,41.9855334,КАМ Маркет,2,Skopje,Венијамин Мачуковски
8976096528,21.4514677,42.0578416,Кипер Маркет,3,Radishani,Радишанска
8989238747,21.4516577,42.0577735,Стокомак,1,Radishani,Радишанска
9002605509,22.503093,41.1392816,Adziko Home Center,3,Gevgelija,Димитар Влахов
9091826490,21.5601296,41.3435846,Футура,3,Prilep,Aleksandar Makedonski
9149662392,21.3280428,41.0218074,Стокомак,3,Bitola,Григор Прличев
9152684858,21.5532739,41.3490361,Футура,1,Prilep,Krume Volnaroski
9161033020,20.8020598,41.1135902,Kipper,1,Ohrid,Геопрактика
9161046822,20.7939656,41.1132684,Papa's,3,Ohrid,Ilindenska
9200216059,21.4222398,41.9974123,Reptil,0,Skopje,Borka Taleski-Modernoto
9200216060,21.4180198,41.9959161,Step,4,Skopje,Vasil Stefanovski
9200216073,21.4776722,41.9873148,Alka-U B,3,Skopje,Булевар Асном
9200216544,20.9521165,41.5068877,Kipper,4,Kichevo,Ilinden
9200216555,21.415282,41.9983774,Sur,0,Skopje,Владимир Полежановски
9219174417,20.8068937,41.1241359,Стокомак,0,Ohrid,Egejska
9244180287,21.4589135,41.9843604,КАМ маркет,4,Skopje,Васко Карангелески
9244195697,21.4555933,41.984756,Стокомак,0,Skopje,Вангел Тодоровски
9244235991,21.4510086,41.9847803,Рамстор,1,Skopje,Булевар III Македонска Бригада
9244250664,21.4556365,41.9828854,ЗУР,0,Skopje,Васко Карангелески
9244268507,21.4483803,41.9888605,Стокомак,0,Skopje,Симеон Кавракиров
9244283951,21.461333,41.9887772,Тинекс,0,Skopje,Bulevard Jane Sandanski
9438265417,21.4158463,41.992847,Стикомак,3,Skopje,Васил Ѓоргов
9632225916,21.5488825,41.3407355,КАМ,1,Prilep,Andon Slabejkoski
9654388464,21.5520326,41.3431136,Марфил,0,Prilep,1 Maj
9909733636,21.3369949,41.0327799,Kipper,4,Bitola,Ordan Nikolov
10046485462,20.6857671,41.1771073,netto,3,Struga,Туристичка
10046672209,20.6738392,41.1774959,Kipper,4,Struga,Marshal Tito
10067815433,22.4639658,41.633758,Stokomak,1,Radovish,Samuilova
